Competition,Home Team,Away Team,Date,Venue,Home Score,Away Score
GAA Football All-Ireland Senior Championship,Monaghan,Down,14/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Louth,Clare,14/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Dublin,Derry,14/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Galway,Armagh,14/06/2025,No venue available,Invalid score,Invalid score
GAA Hurling All-Ireland Senior Championship,Winner Joe McDonagh Cup,Dublin,14/06/2025,No venue available,Invalid score,Invalid score
GAA Hurling All-Ireland Senior Championship,Runner-Up Joe McDonagh Cup,Tipperary,14/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Junior Championship,New York,US GAA,14/06/2025,"Gaelic Park, New York",Invalid score,Invalid score
Tailteann Cup,Kildare,Preliminary Quarter-Final Winner,14/06/2025,No venue available,Invalid score,Invalid score
Tailteann Cup,Limerick,Preliminary Quarter-Final Winner,14/06/2025,No venue available,Invalid score,Invalid score
Tailteann Cup,Wicklow,Preliminary Quarter-Final Winner,14/06/2025,No venue available,Invalid score,Invalid score
Tailteann Cup,Fermanagh,Preliminary Quarter-Final Winner,14/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,2nd Placed Team,3rd Placed Team,21/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,2nd Placed Team,3rd Placed Team,21/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,2nd Placed Team,3rd Placed Team,21/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,2nd Placed Team,3rd Placed Team,21/06/2025,No venue available,Invalid score,Invalid score
GAA Hurling All-Ireland Senior Championship,Munster Runner-Up,Winner Joe McDonagh Cup/3rd Placed Team Leinster Group,21/06/2025,No venue available,Invalid score,Invalid score
GAA Hurling All-Ireland Senior Championship,Leinster Runner-Up,Runner-Up Joe McDonagh Cup/3rd Placed Team Munster Group,21/06/2025,No venue available,Invalid score,Invalid score
Tailteann Cup,Quarter-Final Winner,Quarter-Final Winner,21/06/2025,No venue available,Invalid score,Invalid score
Tailteann Cup,Quarter-Final Winner,Quarter-Final Winner,21/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Group Winner,Preliminary Quarter-Final Winner,28/06/2025,Páirc an Chrócaigh,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Group Winner,Preliminary Quarter-Final Winner,28/06/2025,Páirc an Chrócaigh,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Group Winner,Preliminary Quarter-Final Winner,29/06/2025,Páirc an Chrócaigh,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Group Winner,Preliminary Quarter-Final Winner,29/06/2025,Páirc an Chrócaigh,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Cavan,Donegal,01/06/2025,"Kingspan Breffni, Cavan",1-13,3-26
GAA Football All-Ireland Senior Championship,Derry,Galway,01/06/2025,Celtic Park,2-20,4-14
GAA Football All-Ireland Senior Championship,Dublin,Armagh,01/06/2025,Páirc an Chrócaigh,0-19,0-24
GAA Football All-Ireland Senior Championship,Monaghan,Clare,01/06/2025,"St. Tiernach's Park, Clones",1-25,1-16
2025 Electric Ireland GAA Hurling All-Ireland Minor Championship,Limerick,Waterford,01/06/2025,"FBD Semple Stadium, Thurles",1-14,1-18
2025 Electric Ireland GAA Hurling All-Ireland Minor Championship,Clare,Galway,01/06/2025,"FBD Semple Stadium, Thurles",2-21,2-13
Tailteann Cup,Leitrim,Tipperary,01/06/2025,"TEG Cusack Park, Mullingar",3-9,0-10
Tailteann Cup,Kildare,Sligo,01/06/2025,"King & Moffatt Dr Hyde Park, Roscommon",4-19,1-24
Tailteann Cup,Antrim,London,01/06/2025,"Páirc Esler, Newry",1-22,1-14
Tailteann Cup,Carlow,Longford,01/06/2025,Glenisk O'Connor Park,1-15,1-20
Tailteann Cup,Fermanagh,Wexford,01/06/2025,Páirc an Chrócaigh,0-25,1-17
Munster GAA Hurling Senior Championship,Limerick,Cork,07/06/2025,TUS Gaelic Grounds,Invalid score,Invalid score
2025 Electric Ireland GAA Football All-Ireland Minor Championship,Kerry,Cavan,07/06/2025,"Laois Hire O'Moore Park, Portlaoise",Invalid score,Invalid score
2025 Electric Ireland GAA Football All-Ireland Minor Championship,Tyrone,Cork,07/06/2025,"Laois Hire O'Moore Park, Portlaoise",Invalid score,Invalid score
2025 Electric Ireland GAA Football All-Ireland Minor Championship,Roscommon,Louth,07/06/2025,"Kingspan Breffni, Cavan",Invalid score,Invalid score
Tailteann Cup,Offaly,New York,07/06/2025,Glenisk O'Connor Park,Invalid score,Invalid score
Tailteann Cup,Westmeath,Laois,07/06/2025,"TEG Cusack Park, Mullingar",Invalid score,Invalid score
Leinster GAA Hurling Senior Championship,Kilkenny,Galway,08/06/2025,Páirc an Chrócaigh,Invalid score,Invalid score
2025 Electric Ireland GAA Football All-Ireland Minor Championship,Offaly,Mayo,08/06/2025,"King & Moffatt Dr Hyde Park, Roscommon",Invalid score,Invalid score
Joe McDonagh Cup,Kildare,Laois,08/06/2025,Páirc an Chrócaigh,Invalid score,Invalid score
Tailteann Cup,Wexford,Antrim,08/06/2025,Chadwicks Wexford Park,Invalid score,Invalid score
Tailteann Cup,Sligo,Carlow,08/06/2025,Tubbercurry,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Monaghan,Down,14/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Louth,Clare,14/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Roscommon,Cork,14/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Kerry,Meath,14/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Dublin,Derry,14/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Galway,Armagh,14/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Tyrone,Cavan,14/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Donegal,Mayo,14/06/2025,No venue available,Invalid score,Invalid score
GAA Hurling All-Ireland Senior Championship,Winner Joe McDonagh Cup,Dublin,14/06/2025,No venue available,Invalid score,Invalid score
GAA Hurling All-Ireland Senior Championship,Runner-Up Joe McDonagh Cup,Tipperary,14/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Junior Championship,New York,US GAA,14/06/2025,"Gaelic Park, New York",Invalid score,Invalid score
Tailteann Cup,Kildare,Preliminary Quarter-Final Winner,14/06/2025,No venue available,Invalid score,Invalid score
Tailteann Cup,Limerick,Preliminary Quarter-Final Winner,14/06/2025,No venue available,Invalid score,Invalid score
Tailteann Cup,Wicklow,Preliminary Quarter-Final Winner,14/06/2025,No venue available,Invalid score,Invalid score
Tailteann Cup,Fermanagh,Preliminary Quarter-Final Winner,14/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,2nd Placed Team,3rd Placed Team,21/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,2nd Placed Team,3rd Placed Team,21/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,2nd Placed Team,3rd Placed Team,21/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,2nd Placed Team,3rd Placed Team,21/06/2025,No venue available,Invalid score,Invalid score
GAA Hurling All-Ireland Senior Championship,Munster Runner-Up,Winner Joe McDonagh Cup/3rd Placed Team Leinster Group,21/06/2025,No venue available,Invalid score,Invalid score
GAA Hurling All-Ireland Senior Championship,Leinster Runner-Up,Runner-Up Joe McDonagh Cup/3rd Placed Team Munster Group,21/06/2025,No venue available,Invalid score,Invalid score
Tailteann Cup,Quarter-Final Winner,Quarter-Final Winner,21/06/2025,No venue available,Invalid score,Invalid score
Tailteann Cup,Quarter-Final Winner,Quarter-Final Winner,21/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Group Winner,Preliminary Quarter-Final Winner,28/06/2025,Páirc an Chrócaigh,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Group Winner,Preliminary Quarter-Final Winner,28/06/2025,Páirc an Chrócaigh,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Group Winner,Preliminary Quarter-Final Winner,29/06/2025,Páirc an Chrócaigh,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Group Winner,Preliminary Quarter-Final Winner,29/06/2025,Páirc an Chrócaigh,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Cavan,Donegal,01/06/2025,"Kingspan Breffni, Cavan",1-13,3-26
GAA Football All-Ireland Senior Championship,Derry,Galway,01/06/2025,Celtic Park,2-20,4-14
GAA Football All-Ireland Senior Championship,Dublin,Armagh,01/06/2025,Páirc an Chrócaigh,0-19,0-24
GAA Football All-Ireland Senior Championship,Monaghan,Clare,01/06/2025,"St. Tiernach's Park, Clones",1-25,1-16
2025 Electric Ireland GAA Hurling All-Ireland Minor Championship,Limerick,Waterford,01/06/2025,"FBD Semple Stadium, Thurles",1-14,1-18
2025 Electric Ireland GAA Hurling All-Ireland Minor Championship,Clare,Galway,01/06/2025,"FBD Semple Stadium, Thurles",2-21,2-13
Tailteann Cup,Leitrim,Tipperary,01/06/2025,"TEG Cusack Park, Mullingar",3-9,0-10
Tailteann Cup,Kildare,Sligo,01/06/2025,"King & Moffatt Dr Hyde Park, Roscommon",4-19,1-24
Tailteann Cup,Antrim,London,01/06/2025,"Páirc Esler, Newry",1-22,1-14
Tailteann Cup,Carlow,Longford,01/06/2025,Glenisk O'Connor Park,1-15,1-20
Tailteann Cup,Fermanagh,Wexford,01/06/2025,Páirc an Chrócaigh,0-25,1-17
Munster GAA Hurling Senior Championship,Limerick,Cork,07/06/2025,TUS Gaelic Grounds,Invalid score,Invalid score
2025 Electric Ireland GAA Football All-Ireland Minor Championship,Kerry,Cavan,07/06/2025,"Laois Hire O'Moore Park, Portlaoise",Invalid score,Invalid score
2025 Electric Ireland GAA Football All-Ireland Minor Championship,Tyrone,Cork,07/06/2025,"Laois Hire O'Moore Park, Portlaoise",Invalid score,Invalid score
2025 Electric Ireland GAA Football All-Ireland Minor Championship,Roscommon,Louth,07/06/2025,"Kingspan Breffni, Cavan",Invalid score,Invalid score
2025 Electric Ireland GAA Football All-Ireland Minor Championship,Kildare,Meath,07/06/2025,Glenisk O'Connor Park,Invalid score,Invalid score
Tailteann Cup,Offaly,New York,07/06/2025,Glenisk O'Connor Park,Invalid score,Invalid score
Tailteann Cup,Westmeath,Laois,07/06/2025,"TEG Cusack Park, Mullingar",Invalid score,Invalid score
Leinster GAA Hurling Senior Championship,Kilkenny,Galway,08/06/2025,Páirc an Chrócaigh,Invalid score,Invalid score
2025 Electric Ireland GAA Football All-Ireland Minor Championship,Offaly,Mayo,08/06/2025,"King & Moffatt Dr Hyde Park, Roscommon",Invalid score,Invalid score
Joe McDonagh Cup,Kildare,Laois,08/06/2025,Páirc an Chrócaigh,Invalid score,Invalid score
Tailteann Cup,Wexford,Antrim,08/06/2025,Chadwicks Wexford Park,Invalid score,Invalid score
Tailteann Cup,Sligo,Carlow,08/06/2025,Tubbercurry,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Roscommon,Cork,14/06/2025,"Laois Hire O'Moore Park, Portlaoise",Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Kerry,Meath,14/06/2025,Glenisk O'Connor Park,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Dublin,Derry,14/06/2025,"Páirc Esler, Newry",Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Galway,Armagh,14/06/2025,"Kingspan Breffni, Cavan",Invalid score,Invalid score
GAA Hurling All-Ireland Senior Championship,Winner Joe McDonagh Cup,Dublin,14/06/2025,No venue available,Invalid score,Invalid score
GAA Hurling All-Ireland Senior Championship,Runner-Up Joe McDonagh Cup,Tipperary,14/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Junior Championship,New York,US GAA,14/06/2025,"Gaelic Park, New York",Invalid score,Invalid score
Tailteann Cup,Kildare,Preliminary Quarter-Final Winner,14/06/2025,No venue available,Invalid score,Invalid score
Tailteann Cup,Limerick,Preliminary Quarter-Final Winner,14/06/2025,No venue available,Invalid score,Invalid score
Tailteann Cup,Wicklow,Preliminary Quarter-Final Winner,14/06/2025,No venue available,Invalid score,Invalid score
Tailteann Cup,Fermanagh,Preliminary Quarter-Final Winner,14/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Monaghan,Down,15/06/2025,"BOX-IT Athletic Grounds, Armagh",Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Louth,Clare,15/06/2025,"Laois Hire O'Moore Park, Portlaoise",Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Tyrone,Cavan,15/06/2025,"Brewster Park, Enniskillen",Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Donegal,Mayo,15/06/2025,"King & Moffatt Dr Hyde Park, Roscommon",Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,2nd Placed Team,3rd Placed Team,21/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,2nd Placed Team,3rd Placed Team,21/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,2nd Placed Team,3rd Placed Team,21/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,2nd Placed Team,3rd Placed Team,21/06/2025,No venue available,Invalid score,Invalid score
GAA Hurling All-Ireland Senior Championship,Munster Runner-Up,Winner Joe McDonagh Cup/3rd Placed Team Leinster Group,21/06/2025,No venue available,Invalid score,Invalid score
GAA Hurling All-Ireland Senior Championship,Leinster Runner-Up,Runner-Up Joe McDonagh Cup/3rd Placed Team Munster Group,21/06/2025,No venue available,Invalid score,Invalid score
Tailteann Cup,Quarter-Final Winner,Quarter-Final Winner,21/06/2025,No venue available,Invalid score,Invalid score
Tailteann Cup,Quarter-Final Winner,Quarter-Final Winner,21/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Group Winner,Preliminary Quarter-Final Winner,28/06/2025,Páirc an Chrócaigh,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Group Winner,Preliminary Quarter-Final Winner,28/06/2025,Páirc an Chrócaigh,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Group Winner,Preliminary Quarter-Final Winner,29/06/2025,Páirc an Chrócaigh,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Group Winner,Preliminary Quarter-Final Winner,29/06/2025,Páirc an Chrócaigh,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Cavan,Donegal,01/06/2025,"Kingspan Breffni, Cavan",1-13,3-26
GAA Football All-Ireland Senior Championship,Derry,Galway,01/06/2025,Celtic Park,2-20,4-14
GAA Football All-Ireland Senior Championship,Dublin,Armagh,01/06/2025,Páirc an Chrócaigh,0-19,0-24
GAA Football All-Ireland Senior Championship,Monaghan,Clare,01/06/2025,"St. Tiernach's Park, Clones",1-25,1-16
2025 Electric Ireland GAA Hurling All-Ireland Minor Championship,Limerick,Waterford,01/06/2025,"FBD Semple Stadium, Thurles",1-14,1-18
2025 Electric Ireland GAA Hurling All-Ireland Minor Championship,Clare,Galway,01/06/2025,"FBD Semple Stadium, Thurles",2-21,2-13
Tailteann Cup,Leitrim,Tipperary,01/06/2025,"TEG Cusack Park, Mullingar",3-9,0-10
Tailteann Cup,Kildare,Sligo,01/06/2025,"King & Moffatt Dr Hyde Park, Roscommon",4-19,1-24
Tailteann Cup,Antrim,London,01/06/2025,"Páirc Esler, Newry",1-22,1-14
Tailteann Cup,Carlow,Longford,01/06/2025,Glenisk O'Connor Park,1-15,1-20
Tailteann Cup,Fermanagh,Wexford,01/06/2025,Páirc an Chrócaigh,0-25,1-17
Munster GAA Hurling Senior Championship,Limerick,Cork,07/06/2025,TUS Gaelic Grounds,Invalid score,Invalid score
2025 Electric Ireland GAA Football All-Ireland Minor Championship,Kerry,Cavan,07/06/2025,"Laois Hire O'Moore Park, Portlaoise",Invalid score,Invalid score
2025 Electric Ireland GAA Football All-Ireland Minor Championship,Tyrone,Cork,07/06/2025,"Laois Hire O'Moore Park, Portlaoise",Invalid score,Invalid score
2025 Electric Ireland GAA Football All-Ireland Minor Championship,Roscommon,Louth,07/06/2025,"Kingspan Breffni, Cavan",Invalid score,Invalid score
2025 Electric Ireland GAA Football All-Ireland Minor Championship,Kildare,Meath,07/06/2025,Glenisk O'Connor Park,Invalid score,Invalid score
Tailteann Cup,Offaly,New York,07/06/2025,Glenisk O'Connor Park,Invalid score,Invalid score
Tailteann Cup,Westmeath,Laois,07/06/2025,"TEG Cusack Park, Mullingar",Invalid score,Invalid score
Leinster GAA Hurling Senior Championship,Kilkenny,Galway,08/06/2025,Páirc an Chrócaigh,Invalid score,Invalid score
2025 Electric Ireland GAA Football All-Ireland Minor Championship,Offaly,Mayo,08/06/2025,"King & Moffatt Dr Hyde Park, Roscommon",Invalid score,Invalid score
Joe McDonagh Cup,Kildare,Laois,08/06/2025,Páirc an Chrócaigh,Invalid score,Invalid score
Tailteann Cup,Wexford,Antrim,08/06/2025,Chadwicks Wexford Park,Invalid score,Invalid score
Tailteann Cup,Sligo,Carlow,08/06/2025,Tubbercurry,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Roscommon,Cork,14/06/2025,"Laois Hire O'Moore Park, Portlaoise",Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Kerry,Meath,14/06/2025,Glenisk O'Connor Park,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Dublin,Derry,14/06/2025,"Páirc Esler, Newry",Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Galway,Armagh,14/06/2025,"Kingspan Breffni, Cavan",Invalid score,Invalid score
GAA Hurling All-Ireland Senior Championship,Winner Joe McDonagh Cup,Dublin,14/06/2025,No venue available,Invalid score,Invalid score
GAA Hurling All-Ireland Senior Championship,Runner-Up Joe McDonagh Cup,Tipperary,14/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Junior Championship,New York,US GAA,14/06/2025,"Gaelic Park, New York",Invalid score,Invalid score
Tailteann Cup,Kildare,Preliminary Quarter-Final Winner,14/06/2025,No venue available,Invalid score,Invalid score
Tailteann Cup,Limerick,Preliminary Quarter-Final Winner,14/06/2025,No venue available,Invalid score,Invalid score
Tailteann Cup,Wicklow,Preliminary Quarter-Final Winner,14/06/2025,No venue available,Invalid score,Invalid score
Tailteann Cup,Fermanagh,Preliminary Quarter-Final Winner,14/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Monaghan,Down,15/06/2025,"BOX-IT Athletic Grounds, Armagh",Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Louth,Clare,15/06/2025,"Laois Hire O'Moore Park, Portlaoise",Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Tyrone,Cavan,15/06/2025,"Brewster Park, Enniskillen",Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,Donegal,Mayo,15/06/2025,"King & Moffatt Dr Hyde Park, Roscommon",Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,2nd Placed Team,3rd Placed Team,21/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,2nd Placed Team,3rd Placed Team,21/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,2nd Placed Team,3rd Placed Team,21/06/2025,No venue available,Invalid score,Invalid score
GAA Football All-Ireland Senior Championship,2nd Placed Team,3rd Placed Team,21/06/2025,No venue available,Invalid score,Invalid score
GAA Hurling All-Ireland Senior Championship,Munster Runner-Up,Winner Joe McDonagh Cup/3rd Placed Team Leinster Group,21/06/2025,No venue available,Invalid score,Invalid score
GAA Hurling All-Ireland Senior Championship,Leinster Runner-Up,Runner-Up Joe McDonagh Cup/3rd Placed Team Munster Group,21/06/2025,No venue available,Invalid score,Invalid score
